STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS,STARTTIMEDATE,month,travel_distance
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,1703095173467,1703095542366.0,2023-12-20 17:59:33.467,12,8740.083142346948
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238446,-73.552366,1703112060824,1703113300082.0,2023-12-20 22:41:00.824,12,8740.40828214617
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703114135839,1703114374218.0,2023-12-20 23:15:35.839,12,8740.971232004586
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703101611379,1703101976644.0,2023-12-20 19:46:51.379,12,8740.971232004586
Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703113646895,1703113905899.0,2023-12-20 23:07:26.895,12,8740.3760846744
Stanley / René-Lévesque,Ville-Marie,45.4979039,-73.5707757,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703095701254,1703096144007.0,2023-12-20 18:08:21.254,12,8741.13922553369
Viger / Chenneville,Ville-Marie,45.505312,-73.560891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703037701526,1703038304405.0,2023-12-20 02:01:41.526,12,8740.57941682896
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703027442597,1703028222772.0,2023-12-19 23:10:42.597,12,8741.601862949967
Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703050634545,1703050908807.0,2023-12-20 05:37:14.545,12,8740.3760846744
Jeanne-Mance / Sherbrooke,Le Plateau-Mont-Royal,45.5092868,-73.5710192,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703019085334,1703019981391.0,2023-12-19 20:51:25.334,12,8741.449294040767
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,1703021733491,1703022393736.0,2023-12-19 21:35:33.491,12,8741.102822563682
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702903764066,1702904173015.0,2023-12-18 12:49:24.066,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1702820641974,1702821003162.0,2023-12-17 13:44:01.974,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,1702761887767,1702762385778.0,2023-12-16 21:24:47.767,12,8740.083142346948
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702830017269,1702830403660.0,2023-12-17 16:20:17.269,12,8741.528338306462
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1702843422960,1702843819378.0,2023-12-17 20:03:42.960,12,8740.423546845315
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702836171502,1702836714710.0,2023-12-17 18:02:51.502,12,8741.528338306462
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702801730751,1702802588405.0,2023-12-17 08:28:50.751,12,8741.195866552824
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,René-Lévesque / Papineau,Ville-Marie,45.5209208,-73.5499048,1702743615758,1702744753199.0,2023-12-16 16:20:15.758,12,8740.146708259577
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1702753038189,1702753749361.0,2023-12-16 18:57:18.189,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Viger (Berri / Viger),Ville-Marie,45.5122121,-73.5546289,1702758510130,1702759228353.0,2023-12-16 20:28:30.130,12,8740.281492759508
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,René-Lévesque / Papineau,Ville-Marie,45.5209208,-73.5499048,1702751431539,1702752298842.0,2023-12-16 18:30:31.539,12,8740.146708259577
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702712424916,1702713203433.0,2023-12-16 07:40:24.916,12,8739.989240833682
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702701109980,1702701439821.0,2023-12-16 04:31:49.980,12,8740.971232004586
Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702701817654,1702702895558.0,2023-12-16 04:43:37.654,12,8741.108235675321
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1702671301308,1702671665303.0,2023-12-15 20:15:01.308,12,8739.989240833682
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702658540446,1702658825418.0,2023-12-15 16:42:20.446,12,8740.083142346948
Stanley / René-Lévesque,Ville-Marie,45.4979039,-73.5707757,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702665059212,1702665427322.0,2023-12-15 18:30:59.212,12,8741.13922553369
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1702647814568,1702648128962.0,2023-12-15 13:43:34.568,12,8740.435390077175
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702673357496,1702673662361.0,2023-12-15 20:49:17.496,12,8740.083142346948
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Denis / de Maisonneuve,Ville-Marie,45.514404,-73.561919,1702594205788,1702595279361.0,2023-12-14 22:50:05.788,12,8740.890422780772
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,1702609832712,1702610694849.0,2023-12-15 03:10:32.712,12,8741.601862949967
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1702604268663,1702604853960.0,2023-12-15 01:37:48.663,12,8739.989240833682
René-Lévesque / Panet,Ville-Marie,45.5186242,-73.5521901,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702594708082,1702595769548.0,2023-12-14 22:58:28.082,12,8740.261042644303
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,1702579680311,1702579926953.0,2023-12-14 18:48:00.311,12,8740.508856785913
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702576393721,1702576653404.0,2023-12-14 17:53:13.721,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1702562032582,1702562277508.0,2023-12-14 13:53:52.582,12,8740.3760846744
Ottawa / William,Le Sud-Ouest,45.489727,-73.564063,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702549852195,1702550096655.0,2023-12-14 10:30:52.195,12,8740.420590223097
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702511807194,1702512369805.0,2023-12-13 23:56:47.194,12,8741.70447714323
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702502873909,1702503439229.0,2023-12-13 21:27:53.909,12,8741.70447714323
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702529499046,1702529806467.0,2023-12-14 04:51:39.046,12,8740.083142346948
Villeray / de Normanville,Villeray - Saint-Michel - Parc-Extension,45.5471871,-73.6184299,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702549061057,1702551311405.0,2023-12-14 10:17:41.057,12,8746.01334501809
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,1702523463577,1702524008699.0,2023-12-14 03:11:03.577,12,8741.102822563682
Jeanne-Mance / Sherbrooke,Le Plateau-Mont-Royal,45.5092868,-73.5710192,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702501148821,1702502043421.0,2023-12-13 20:59:08.821,12,8741.449294040767
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1702659648418,1702663611956.0,2023-12-15 17:00:48.418,12,8741.203674421287
Jeanne-Mance / Sherbrooke,Le Plateau-Mont-Royal,45.5092868,-73.5710192,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702590278888,1702593814594.0,2023-12-14 21:44:38.888,12,8741.449294040767
Notre-Dame / St-Gabriel,Ville-Marie,45.507144,-73.555119,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702500394231,1702501424743.0,2023-12-13 20:46:34.231,12,8740.18869574727
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1702514783600,1702515324319.0,2023-12-14 00:46:23.600,12,8739.8829601416
Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702506170129,1702506468054.0,2023-12-13 22:22:50.129,12,8740.3760846744
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,1702492869549,1702494647545.0,2023-12-13 18:41:09.549,12,8742.121064534984
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,1702491747886,1702493570765.0,2023-12-13 18:22:27.886,12,8741.768065954418
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702486148945,1702486497745.0,2023-12-13 16:49:08.945,12,8740.971232004586
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702487933792,1702488532091.0,2023-12-13 17:18:53.792,12,8741.512772337415
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702485976503,1702486261668.0,2023-12-13 16:46:16.503,12,8740.083142346948
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702487815818,1702488240006.0,2023-12-13 17:16:55.818,12,8741.087981168866
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702496066222,1702496438819.0,2023-12-13 19:34:26.222,12,8740.971232004586
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701532429758,1701532914630.0,2023-12-02 15:53:49.758,12,8740.435390077175
de Maisonneuve / Fullum,Ville-Marie,45.5279714,-73.5494837,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701527559351,1701528921464.0,2023-12-02 14:32:39.351,12,8740.295672478196
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),Le Plateau-Mont-Royal,45.5148749,-73.5848641,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701389043456,1701389973315.0,2023-12-01 00:04:03.456,12,8742.642211212142
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701393504796,1701393996037.0,2023-12-01 01:18:24.796,12,8741.422396714825
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ottawa / William,Le Sud-Ouest,45.489727,-73.564063,1702383927367,1702384330298.0,2023-12-12 12:25:27.367,12,8740.420590223097
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,1702390751968,1702391217741.0,2023-12-12 14:19:11.968,12,8740.90851470778
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,1702388225543,1702389323466.0,2023-12-12 13:37:05.543,12,8741.969452076046
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1702380858529,1702381135481.0,2023-12-12 11:34:18.529,12,8740.3760846744
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702972552580,1702972866226.0,2023-12-19 07:55:52.580,12,8741.422396714825
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703995347790,1703995527557.0,2023-12-31 04:02:27.790,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,1703966750291,1703967359699.0,2023-12-30 20:05:50.291,12,8740.65220929982
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703955661022,1703956256160.0,2023-12-30 17:01:01.022,12,8741.203674421287
de Bleury / de Maisonneuve,Ville-Marie,45.5070965,-73.5684416,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703878214441,1703879881007.0,2023-12-29 19:30:14.441,12,8741.197718607174
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Viger / Chenneville,Ville-Marie,45.505312,-73.560891,1703872249033,1703873218448.0,2023-12-29 17:50:49.033,12,8740.57941682896
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703888391461,1703888867129.0,2023-12-29 22:19:51.461,12,8740.971232004586
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703886656471,1703887128987.0,2023-12-29 21:50:56.471,12,8741.195866552824
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703903116508,1703903513308.0,2023-12-30 02:25:16.508,12,8739.989240833682
Messier / St-Joseph,Le Plateau-Mont-Royal,45.5394606,-73.5760564,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703887998291,1703889467153.0,2023-12-29 22:13:18.291,12,8742.604251252804
Notre-Dame / St-Gabriel,Ville-Marie,45.507144,-73.555119,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703925526368,1703925984883.0,2023-12-30 08:38:46.368,12,8740.18869574727
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,1703890526490,1703891324266.0,2023-12-29 22:55:26.490,12,8740.499606151036
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,1703873427628,1703873963532.0,2023-12-29 18:10:27.628,12,8740.499606151036
Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703909575915,1703910238525.0,2023-12-30 04:12:55.915,12,8741.768065954418
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703910822441,1703911021091.0,2023-12-30 04:33:42.441,12,8739.7485723351
St-Hubert / de Maisonneuve (sud),Ville-Marie,45.5158684,-73.5600838,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703866385705,1703867241109.0,2023-12-29 16:13:05.705,12,8740.78882338863
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703862496781,1703863095359.0,2023-12-29 15:08:16.781,12,8740.423546845315
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703863034263,1703863608271.0,2023-12-29 15:17:14.263,12,8741.512772337415
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703814983848,1703815163584.0,2023-12-29 01:56:23.848,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / Guy,Le Sud-Ouest,45.4913669,-73.5701072,1703815957639,1703816553104.0,2023-12-29 02:12:37.639,12,8740.92107602643
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703807250552,1703808029212.0,2023-12-28 23:47:30.552,12,8739.951706354594
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1703807193856,1703807906306.0,2023-12-28 23:46:33.856,12,8739.8829601416
Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703818871439,1703819637209.0,2023-12-29 03:01:11.439,12,8741.768065954418
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703797293845,1703798052781.0,2023-12-28 21:01:33.845,12,8739.951706354594
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703793966907,1703795905467.0,2023-12-28 20:06:06.907,12,8741.601862949967
Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703813340252,1703813600736.0,2023-12-29 01:29:00.252,12,8740.508856785913
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703802117293,1703802439245.0,2023-12-28 22:21:57.293,12,8740.3760846744
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703815301322,1703815762505.0,2023-12-29 02:01:41.322,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,1703798870203,1703799431339.0,2023-12-28 21:27:50.203,12,8740.65220929982
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / Vinet,Le Sud-Ouest,45.485329,-73.5769227,1703801272169,1703802570843.0,2023-12-28 22:07:52.169,12,8741.283467860743
des Pins / St-Laurent,Le Plateau-Mont-Royal,45.5152281,-73.5750961,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703788948159,1703789994405.0,2023-12-28 18:42:28.159,12,8741.91062554406
St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703800650843,1703800964605.0,2023-12-28 21:57:30.843,12,8740.90851470778
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703793561991,1703794851396.0,2023-12-28 19:59:21.991,12,8741.195866552824
du Square Dorchester / Peel,Ville-Marie,45.4996996,-73.5719365,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703801938610,1703802315137.0,2023-12-28 22:18:58.610,12,8741.273261267213
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703800194874,1703800808007.0,2023-12-28 21:49:54.874,12,8741.70447714323
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703798373774,1703798716805.0,2023-12-28 21:19:33.774,12,8740.971232004586
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703815682983,1703815873271.0,2023-12-29 02:08:02.983,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,1703797762918,1703798690540.0,2023-12-28 21:09:22.918,12,8741.768065954418
St-Denis / de Maisonneuve,Ville-Marie,45.514404,-73.561919,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703792332957,1703793115823.0,2023-12-28 19:38:52.957,12,8740.890422780772
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / Vinet,Le Sud-Ouest,45.485329,-73.5769227,1703801333129,1703802526320.0,2023-12-28 22:08:53.129,12,8741.283467860743
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703797177242,1703798035656.0,2023-12-28 20:59:37.242,12,8739.951706354594
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703779893566,1703780522123.0,2023-12-28 16:11:33.566,12,8741.512772337415
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,1703771726292,1703772868441.0,2023-12-28 13:55:26.292,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703772125548,1703772349532.0,2023-12-28 14:02:05.548,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,1703771728204,1703772869514.0,2023-12-28 13:55:28.204,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,1703704407488,1703705334359.0,2023-12-27 19:13:27.488,12,8742.121064534984
Georges-Vanier / Notre-Dame,Le Sud-Ouest,45.485048,-73.571963,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703707189787,1703707679078.0,2023-12-27 19:59:49.787,12,8740.900015328003
Viger / Chenneville,Ville-Marie,45.505312,-73.560891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703715936488,1703716873023.0,2023-12-27 22:25:36.488,12,8740.57941682896
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,1703730700149,1703731105613.0,2023-12-28 02:31:40.149,12,8740.499606151036
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703735410333,1703735872230.0,2023-12-28 03:50:10.333,12,8741.512772337415
Viger / Chenneville,Ville-Marie,45.505312,-73.560891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703734005574,1703734397844.0,2023-12-28 03:26:45.574,12,8740.57941682896
St-Rémi / Ste-Émilie,Le Sud-Ouest,45.469765,-73.5892341,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703703373558,1703704327583.0,2023-12-27 18:56:13.558,12,8741.819308800157
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703727082533,1703727447277.0,2023-12-28 01:31:22.533,12,8741.422396714825
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Notre-Dame  / St-Martin,Le Sud-Ouest,45.4883019,-73.5687178,1703711235901,1703711723822.0,2023-12-27 21:07:15.901,12,8740.737174120657
Notre-Dame  / St-Martin,Le Sud-Ouest,45.4883019,-73.5687178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703709043292,1703709456477.0,2023-12-27 20:30:43.292,12,8740.737174120657
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703724424779,1703724822672.0,2023-12-28 00:47:04.779,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,1703719389978,1703720132333.0,2023-12-27 23:23:09.978,12,8741.450831562459
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,BAnQ (Berri),Ville-Marie,45.5160139,-73.5629196,1703716441340,1703717668945.0,2023-12-27 22:34:01.340,12,8741.007553992935
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703734795035,1703736451370.0,2023-12-28 03:39:55.035,12,8742.121064534984
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de l'Hôtel-de-Ville / Rachel,Le Plateau-Mont-Royal,45.5198966,-73.5801065,1703870309154,1703872129611.0,2023-12-29 17:18:29.154,12,8742.410080079426
Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.5351901,-73.6154822,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703706219946,1703708630960.0,2023-12-27 19:43:39.946,12,8745.483204817789
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703721896336,1703722280909.0,2023-12-28 00:04:56.336,12,8739.951706354594
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703713383962,1703713684983.0,2023-12-27 21:43:03.962,12,8740.971232004586
